0.6885115504264832	(8, 12, 2)	[-0.9681873932055582, -0.06816927092145253, -0.2358453736378321, -0.2571637280644967, 0.30105626526948637, 0.6337874281799569, 0.7131610594875102, 0.6901528302323154, -0.6300664802084783, 0.6265543971618712, 0.5958118163646333, -0.67045442843865, 0.18578575065847813, 0.6311233132174467, -0.35371762704174303, -0.46852623489719525, -0.14248460020895992, -0.5234878679002273, 0.056555023730114895, 0.9489881821778927, 0.7527458932143005, 0.13502666729205215, -0.375989158544753, 0.8185609522270882, -0.24396971163358572, -0.6913149500038507, 0.49994461508574695, 0.22105448500138158, 0.23922039797626682, -0.024151176317526835, 0.8315451231837507, 0.7224635141704352, -0.21396466219227706, -0.9648672181481839, -0.6261549170357821, -0.19614133479737106, -0.09728724698094893, 0.7700557007417348, 0.9304999251919468, -0.8069361166050455, 0.7998511997226125, -0.8503611303173433, -0.7091506753673871, -0.6288126005987813, -0.945087862056821, -0.8641953723215556, -0.8872383045281531, -0.6810817397495419, -0.4459574545678622, -0.5603525570779155, -0.7734391981867264, -0.6222034331294231, -0.06875230971165025, 0.5600955620893495, -0.544340515274204, -0.6025215354845903, -0.741915944283803, -0.3525790472241219, -0.1743018837472603, 0.8078423565104564, 0.9614167188698086, 0.4911911343696831, 0.9267239318121394, -0.45779253390765073, 0.3807515243985953, 0.7116002965592458, 0.663452312888889, 0.8582572254663523, -0.8264055468240761, 0.8663138104219104, 0.06871966989896938, 0.9305479722290992, 0.12160725558103036, -0.6324685177212568, 0.48163964874743215, -0.6386243434037937, -0.6184007529391209, 0.38770747880442413, -0.4569958203848905, 0.6755156973872798, 0.4222231061880788, -0.8075803484840052, 0.1940218695734819, -0.8757208071813583, 0.9268449816158117, 0.6924556800838411, 0.36611273472410955, -0.6459950390907516, 0.9554878650813348, -0.8975457481038607, 0.656247945347666, -0.42136927154428117, 0.3363908834640237, -0.7241891901919641, 0.6163460789710085, -0.3298180248348015, 0.4822065988917703, 0.5006026037562326, -0.03799962946860114, 0.6751313647858221, 0.22872447822358288, -0.6630429952606796, -0.4732531193372853, -0.12533367068152312, -0.5193293220106041, -0.16351765191461665, -0.4842705391000013, -0.6908219952075352, -0.9713382106808974, -0.9761344869633026, 0.8036610512624713, 0.22335920276949506, -0.02393475986940863, 0.2426533029396396, -0.008961709293890507, -0.07854423807884214, 0.8973794900772911, -0.5199108715858392, -0.41015796301235796, 0.7781238672762527]
101.98123931884766	(8, 12, 2)	[-0.6296151860343377, 0.9983087753186723, -0.3629975198669413, 0.3842226554008856, 0.06385261654581287, 0.7103695760922171, -0.968391699722855, 0.055850152193756664, -0.01830935521889332, 0.6182774783169995, 0.7276550432198128, 0.04875557651230045, 0.34373575095608566, -0.9042573866119785, -0.6100534463405294, -0.8134252693693973, 0.6812556029775638, 0.4129645822292076, 0.6254939187819528, 0.30848983624395343, -0.7495904966330904, -0.7722816579329963, -0.14436582812148369, -0.36551056739709775, 0.9432209884261569, -0.6567733047441844, -0.35670573404343986, -0.6871701472544054, 0.23404801162276678, -0.29359320092067565, -0.009184525980979963, -0.9683626275351747, 0.8834411888032536, -0.19868117485302128, 0.7837641817638021, 0.1769153059881916, -0.5070431250290894, -0.0842127005166835, -0.27665760356236113, 0.6082872625862779, -0.43675495043123314, -0.13374826401141093, 0.41981126162796745, 0.7317924248552432, -0.2649739199826453, -0.10532683021080791, 0.9532802493920658, -0.32435916482602045, 0.4770123205142076, 0.6700823938481308, 0.7408968868782098, -0.9660265879477694, -0.46818465381019436, 0.92572975218844, 0.296097916590077, -0.990778622869597, -0.08577696040126459, -0.4798826399546794, -0.31701103478020154, -0.8344717244904549, -0.5227441311176084, -0.4516883222092529, 0.5914625143730634, -0.9455311006567995, 0.191566813592291, -0.5486006234812424, 0.1382545081691613, 0.07455883669012553, -0.851053833554364, -0.4841658851805213, 0.20650831283941073, -0.5083340825064466, 0.3247038607519297, -0.4553648018485881, 0.35029041222154556, -0.881427733549794, -0.9974023691077829, -0.16727509983307254, 0.0036263579252600042, -0.011034200828103025, -0.8750801267646335, 0.9180091981088472, -0.9409895435801416, 0.6004124797230985, -0.9661213028938591, -0.9545894597867852, 0.7768141653069289, -0.246542221717859, 0.4429504698814828, -0.32244852945634705, 0.3638668611491578, -0.853714159672444, 0.25217362942618116, -0.07037617262721318, -0.41899566759550577, 0.9901337718215344, -0.9796277919627323, 0.4446223499775277, -0.9539284300405784, 0.1314143293871255, -0.011835122656681518, 0.30162229379837013, 0.6623047043830139, 0.22709108309903248, 0.6355485001805301, 0.041846462996839584, -0.6216702324079517, 0.8903886937156076, -0.041013735971670684, -0.0965944759383981, 0.49584832492557007, 0.7761810227435662, -0.36016753296441006, 0.7709354896789338, -0.08300763739635508, -0.6509029665992201, -0.20340373022706282, 0.47525674087276193, -0.284792097200403, 0.07798055441480445]
101.97242736816406	(8, 12, 2)	[0.7321552568591219, -0.9439858030993831, 0.648040301040842, 0.14592217702505672, -0.28191170586385095, -0.39951737535763887, 0.8205703339392423, 0.6870529217230408, -0.2092965441642869, 0.14626533209708992, 0.6558391300600206, -0.6219463864207673, 0.32501201563124593, 0.15132387745130993, -0.9374650054893259, 0.25181861239701653, 0.17203118661065608, -0.7196939857480766, 0.5650411987498511, -0.9635033893772671, 0.2408553951131951, -0.6967075738132811, -0.3333286084020908, 0.937949180816043, 0.6626314199419361, 0.2536619558333715, 0.7922080405245897, -0.45424558057329456, 0.2464306930265665, 0.5769843128918921, -0.018666825117586994, -0.06104747561262336, 0.314077678234318, 0.760824916608442, -0.38971270946128267, 0.8601114469150304, 0.7330375995112233, 0.05146634724050614, -0.06735321911657799, 0.5026595799308262, -0.6989576423015382, -0.7401834580020901, 0.8733894259167565, -0.7556442958354597, 0.15034981105185796, -0.8955979045756992, 0.06233889632619061, 0.5511502299617408, 0.9132291515446371, -0.6757150211316028, -0.3966506621496353, -0.10736069707665452, 0.396736795323158, -0.42697851516820995, -0.27719681030232723, -0.5010805681420372, 0.5373672319528904, -0.4447976890731371, 0.0848626337657794, 0.41689627544729263, 0.21267185657330456, 0.8640640075421451, 0.04216929964574989, 0.759101314322038, -0.13607757110687313, -0.26012843536108354, -0.13863101962784552, 0.3882763236083069, -0.9946705188879645, -0.47100070998774846, 0.2099230902110676, -0.3978499230506405, 0.06479417209792793, 0.3295233532341, 0.11076204235110598, -0.5642877608997718, -0.8109799274859539, 0.9193095232840789, 0.09927578187425667, 0.5835914549982664, 0.9465358540264304, 0.48961545132555995, -0.5266488735499046, 0.8648222326145683, -0.05616996745532821, 0.07108536223873574, -0.674766687211201, 0.9270830708953888, -0.14561107647090754, -0.58146805357015, -0.48386571038490844, -0.7488017516953527, -0.11847005870055116, 0.693585061398559, -0.2481333242857211, 0.8606213776203442, 0.9636500619725441, -0.25506190144722796, -0.13362805196401628, -0.7294001123041365, -0.5065409214060759, -0.4176404844458306, -0.5132070714019459, -0.7637696753751981, 0.3269326983306562, 0.2458689392438267, 0.9425252496917151, -0.8278988823435909, 0.5911106805611244, -0.743049226244703, 0.5689460631858043, 0.8995107075156499, 0.37518760380009364, 0.6939944132234013, 0.27266047026572804, -0.3625607579316852, -0.7485597711730598, 0.6093507051712832, 0.2842715026307854, -0.6496798116929068]
101.9931411743164	(8, 12, 2)	[0.7321552568591219, -0.9439858030993831, 0.648040301040842, 0.14592217702505672, -0.28191170586385095, -0.39951737535763887, 0.8205703339392423, 0.6870529217230408, -0.2092965441642869, 0.14626533209708992, 0.6558391300600206, -0.6219463864207673, 0.32501201563124593, 0.15132387745130993, -0.9374650054893259, 0.25181861239701653, 0.17203118661065608, -0.7196939857480766, 0.5650411987498511, -0.9635033893772671, 0.2408553951131951, -0.6967075738132811, -0.3333286084020908, 0.937949180816043, 0.6626314199419361, 0.2536619558333715, 0.7922080405245897, -0.45424558057329456, 0.2464306930265665, 0.5769843128918921, -0.018666825117586994, -0.06104747561262336, 0.314077678234318, 0.760824916608442, -0.38971270946128267, 0.8601114469150304, 0.7330375995112233, 0.05146634724050614, -0.06735321911657799, 0.5026595799308262, -0.6989576423015382, -0.7401834580020901, 0.8733894259167565, -0.7556442958354597, 0.15034981105185796, -0.8955979045756992, 0.06233889632619061, 0.5511502299617408, 0.9132291515446371, -0.6757150211316028, -0.3966506621496353, -0.10736069707665452, 0.396736795323158, -0.42697851516820995, -0.27719681030232723, -0.5010805681420372, 0.5373672319528904, -0.4447976890731371, 0.0848626337657794, 0.41689627544729263, 0.21267185657330456, 0.8640640075421451, 0.04216929964574989, 0.759101314322038, -0.13607757110687313, -0.26012843536108354, -0.13863101962784552, 0.3882763236083069, -0.9946705188879645, -0.47100070998774846, 0.2099230902110676, -0.3978499230506405, 0.06479417209792793, 0.3295233532341, 0.11076204235110598, -0.5642877608997718, -0.8109799274859539, 0.9193095232840789, 0.09927578187425667, 0.5835914549982664, 0.9465358540264304, 0.48961545132555995, -0.5266488735499046, 0.8648222326145683, -0.05616996745532821, 0.07108536223873574, -0.674766687211201, 0.9270830708953888, -0.14561107647090754, -0.58146805357015, -0.48386571038490844, -0.7488017516953527, -0.11847005870055116, 0.693585061398559, -0.2481333242857211, 0.8606213776203442, 0.9636500619725441, -0.25506190144722796, -0.13362805196401628, -0.7294001123041365, -0.5065409214060759, -0.4176404844458306, -0.5132070714019459, -0.7637696753751981, 0.3269326983306562, 0.2458689392438267, 0.9425252496917151, -0.8278988823435909, 0.5911106805611244, -0.743049226244703, 0.5689460631858043, 0.8995107075156499, 0.37518760380009364, 0.6939944132234013, 0.27266047026572804, -0.3625607579316852, -0.7485597711730598, 0.6093507051712832, 0.2842715026307854, -0.6496798116929068]
101.99378967285156	(8, 12, 2)	[-0.8912961595578027, 0.9983087753186723, 0.29676751537099766, -0.8322235949468852, -0.24314913439418473, 0.8273877161707743, -0.6664996725041072, -0.7881193848137944, -0.347579123533416, -0.06942579487997813, 0.8704764639435443, 0.04875557651230045, -0.4348152334596136, -0.9042573866119785, 0.13522870309477897, 0.42415809723503406, -0.3353050093716474, -0.27714080526559304, 0.019274286842668742, 0.471351856451808, -0.7495904966330904, -0.9707760484469123, 0.4190963300301598, -0.7494655563794104, -0.054092361020851465, 0.7838924460689576, -0.35670573404343986, -0.6871701472544054, -2.8876494967855493e-05, -0.4815430661460951, -0.16567325875110628, 0.560008188323522, -0.8299955553991383, -0.19868117485302128, -0.05884908624289986, -0.6253882686387287, -0.5070431250290894, -0.3960749047707679, -0.9354973506148829, 0.24469331107931147, 0.05831891252377508, -0.13374826401141093, 0.8511888015630427, 0.13804023732027448, 0.4164825584710241, 0.5919318497640016, -0.24213013443856712, -0.5256801227800698, -0.9385239609576719, 0.6716904638865375, 0.9867007682754361, -0.9660265879477694, 0.013939478722335918, -0.8205689919631076, 0.8944013251995131, 0.16186859745684523, -0.08577696040126459, 0.8079289056532266, -0.31701103478020154, -0.9651502696814414, 0.8116206348228767, -0.4516883222092529, -0.8076935586933134, -0.5519271650639987, -0.6830416008622089, -0.5486006234812424, 0.0007450664485768588, 0.07455883669012553, 0.45480350172229, -0.34940456414952514, 0.876911164423007, 0.9963114383841121, 0.47638999838379403, 0.8805329529911612, -0.22696667622699707, 0.2323561011347295, 0.8446485555925196, 0.04453306592910611, -0.1627155341323694, 0.26591555299246417, -0.8435426357491831, 0.11930053238048632, -0.346655559380856, -0.5516219802271047, -0.5391951620442732, -0.899066810337023, 0.7768141653069289, 0.12511675613120565, 0.4429504698814828, 0.7429305679539211, 0.3638668611491578, -0.853714159672444, -0.0585625967579142, -0.07037617262721318, -0.41899566759550577, 0.9901337718215344, 0.42225015019947243, 0.5335254499156825, -0.9539284300405784, 0.1314143293871255, -0.5960278195662134, -0.04340695065238376, -0.5834120216643899, 0.22709108309903248, 0.7566625658030863, 0.041846462996839584, -0.6943333398707014, 0.546198535970251, 0.7447820780210124, 0.9061440734639201, -0.9381319211568375, -0.22266152603682854, 0.6087757475550697, 0.36364965515410863, -0.5092077486906306, 0.9792086036569572, 0.875048475664866, -0.8868622670438011, 0.604439075132726, -0.45617561398137685]
101.11373138427734	(8, 12, 2)	[-0.34876656992437227, 0.4534786794157015, 0.8027549469144726, -0.6755435705080521, -0.6368048246079911, 0.06085857843817433, -0.6927095521639499, 0.657144117100101, 0.9781907661589195, -0.6726862627409409, 0.21951764452340106, 0.816357698131347, -0.28901370025339124, 0.5781492301710844, -0.3549314324844619, 0.734117595227544, 0.7703718345957014, -0.22492300207213267, 0.5717406827720053, 0.3302716398883643, -0.43284752634376544, -0.1677916969182911, -0.5861258053343186, -0.09119169509031244, 0.8699154017287403, 0.44907509050265193, -0.9420118476076076, 0.16010627298621172, -0.4195672317259196, 0.8219863908217468, 0.6432297857534723, 0.25777594709652796, 0.37093653050885855, 0.6448496333444322, -0.6003600397857889, -0.6995690662904128, -0.038763034366858795, -0.04465074471629382, 0.7615337208282322, 0.1447103037542532, 0.6058669797719951, 0.47205445980145866, 0.5920032888752527, 0.8926255322090808, 0.5914802075663337, -0.5012350039272935, -0.2816655507793419, 0.34231429691026743, -0.93224103057387, -0.7689165490817154, -0.11297993775700532, -0.5717096168425171, -0.0053317452878227645, -0.8997707777096284, -0.12231075478628517, 0.7003837101340882, 0.42608320913422326, 0.8486837172378454, 0.5693547132219197, -0.26483741827402874, -0.6040701064825758, -0.41167218146324136, 0.48054136187954466, 0.5134027030736013, 0.4133676182911905, -0.19924238398975014, 0.27861495647782797, 0.19759953740498593, -0.06183818589491641, -0.0615980600971322, 0.3678022105097938, -0.6524985200275439, -0.9412819425189358, 0.5252865357677206, -0.6726561335447045, -0.11801735587765427, 0.9123711644874537, -0.09762198623490731, -0.356340730870347, -0.7218872561373115, 0.8785706514360687, 0.8254402837476102, 0.32738099873659077, -0.17579992903315778, -0.1526751740127048, 0.5446670894925922, -0.7496633923622522, -0.4061282122861134, 0.666356930334707, 0.7203431536228995, 0.46446169930389636, -0.555435717249749, -0.9000788773764241, -0.8310947363376715, 0.19647231453796987, 0.008474960417619082, 0.9704836837377404, -0.6848466451548287, 0.4407679121010488, -0.9985409282962976, 0.9480283798338649, -0.2993619944336021, 0.25964861438364095, 0.22999257583613586, -0.7179832244569246, -0.9408003224261738, 0.3559000909527412, -0.877488536744043, 0.16633756115909226, 0.21422486406677305, -0.06158410056144792, 0.4227464890092163, -0.42424565945204695, -0.6829422756592158, -0.3427990698163581, 0.7781427200708237, 0.25214830497187535, 0.7719461194021291, -0.7403784231069652, -0.20375613895448375]
101.96365356445312	(8, 12, 2)	[0.2128574864090007, -0.25980631106326313, 0.976571918458248, 0.5668394047413572, -0.08133499328219984, 0.7913322291218758, -0.8516154091379391, 0.15144067918887405, -0.2673024833440063, 0.4665661384745605, -0.8756850710142088, -0.01585915066276744, 0.8932038679945837, -0.8752988861792745, -0.6100534463405294, -0.8360271212587633, 0.7928083806062391, 0.18608402372904198, 0.6880477921869128, 0.17130111316851138, -0.3318686208087218, -0.009086487148318945, 0.2514883598218951, 0.7378352971296491, 0.5711227436007666, -0.6213098510362925, 0.3312758729354577, -0.33303170565403306, 0.5905414974845788, 0.9431477425831556, -0.03326728101762533, 0.32210994487157585, 0.27104140666562104, 0.4442894525075405, -0.8254822206288881, 0.024240269853274654, 0.5866155227880869, 0.5820186396485312, -0.2591701520404399, 0.8707940341088465, -0.6825494065609401, -0.9768964393195076, -0.7360786815314451, 0.181903452771365, 0.8189500047122777, 0.8593453573205276, 0.159210178132291, 0.6361761798320371, 0.07090215051656723, 0.9133695562318502, 0.9703059712489404, -0.5810165191637131, 0.9661999170523756, 0.4814484858348158, 0.9795596997756, 0.9691268593365566, -0.03472367749638835, -0.6597803741888675, 0.013341914393487198, 0.9016754354312144, 0.7369232129089123, -0.35071884618026816, 0.5374661861480463, 0.05385206812141141, 0.2795054449057679, 0.9176667236927576, 0.6599392438381781, -0.6955246012202687, 0.7005786820403086, -0.75851949722919, -0.8673240159680826, -0.6712839283518688, 0.7416949878159771, -0.8709915050272841, -0.8281124210804844, -0.8726218273597459, 0.3619467872684152, -0.16727509983307254, 0.02839320469532347, 0.422327747827395, 0.5850932261998586, -0.4039511641476672, -0.9409895435801416, -0.233429118113329, -0.033311802835747334, -0.9469919248687764, 0.0033707344968731956, -0.9815116458613542, 1.0, -0.5235385795951775, 0.3638668611491578, -0.7488017516953527, 0.9580985437598231, 0.9112939458536908, 0.23626730636832916, 0.22196760753193212, -0.9796277919627323, 0.46960865879901115, -0.4350502200944626, -0.8051131156480715, 0.33761181392992917, -0.29241347153701547, 0.06479764857949855, 0.797067274373324, -0.8643432297965983, 0.041846462996839584, 0.163545778483138, 0.24290810503173277, 0.465399757492466, -0.5253748298436669, 0.055888702302225646, 0.770354029931468, -0.36016753296441006, -0.22520633011184676, -0.5201918537512784, -0.3958449408210125, 0.09061343612517425, 0.30187352433121317, -0.6968200210809996, 0.618344010841261]
101.95726776123047	(8, 12, 2)	[0.2128574864090007, -0.25980631106326313, 0.976571918458248, 0.5668394047413572, -0.08133499328219984, 0.7913322291218758, -0.8516154091379391, 0.15144067918887405, -0.2673024833440063, 0.4665661384745605, -0.8756850710142088, -0.01585915066276744, 0.8932038679945837, -0.8752988861792745, -0.6100534463405294, -0.8360271212587633, 0.7928083806062391, 0.18608402372904198, 0.6880477921869128, 0.17130111316851138, -0.3318686208087218, -0.009086487148318945, 0.2514883598218951, 0.7378352971296491, 0.5711227436007666, -0.6213098510362925, 0.3312758729354577, -0.33303170565403306, 0.5905414974845788, 0.9431477425831556, -0.03326728101762533, 0.32210994487157585, 0.27104140666562104, 0.4442894525075405, -0.8254822206288881, 0.024240269853274654, 0.5866155227880869, 0.5820186396485312, -0.2591701520404399, 0.8707940341088465, -0.6825494065609401, -0.9768964393195076, -0.7360786815314451, 0.181903452771365, 0.8189500047122777, 0.8593453573205276, 0.159210178132291, 0.6361761798320371, 0.07090215051656723, 0.9133695562318502, 0.9703059712489404, -0.5810165191637131, 0.9661999170523756, 0.4814484858348158, 0.9795596997756, 0.9691268593365566, -0.03472367749638835, -0.6597803741888675, 0.013341914393487198, 0.9016754354312144, 0.7369232129089123, -0.35071884618026816, 0.5374661861480463, 0.05385206812141141, 0.2795054449057679, 0.9176667236927576, 0.6599392438381781, -0.6955246012202687, 0.7005786820403086, -0.75851949722919, -0.8673240159680826, -0.6712839283518688, 0.7416949878159771, -0.8709915050272841, -0.8281124210804844, -0.8726218273597459, 0.3619467872684152, -0.16727509983307254, 0.02839320469532347, 0.422327747827395, 0.5850932261998586, -0.4039511641476672, -0.9409895435801416, -0.233429118113329, -0.033311802835747334, -0.9469919248687764, 0.0033707344968731956, -0.9815116458613542, 1.0, -0.5235385795951775, 0.3638668611491578, -0.7488017516953527, 0.9580985437598231, 0.9112939458536908, 0.23626730636832916, 0.22196760753193212, -0.9796277919627323, 0.46960865879901115, -0.4350502200944626, -0.8051131156480715, 0.33761181392992917, -0.29241347153701547, 0.06479764857949855, 0.797067274373324, -0.8643432297965983, 0.041846462996839584, 0.163545778483138, 0.24290810503173277, 0.465399757492466, -0.5253748298436669, 0.055888702302225646, 0.770354029931468, -0.36016753296441006, -0.22520633011184676, -0.5201918537512784, -0.3958449408210125, 0.09061343612517425, 0.30187352433121317, -0.6968200210809996, 0.618344010841261]
101.97230529785156	(8, 12, 2)	[-0.24192082284047634, 0.07908137335804089, 0.4464140671376313, -0.6755435705080521, -0.8790968526949262, -0.3222438389388276, 0.33302622908364365, 0.6595489751685801, 0.8556332026041544, -0.06942579487997813, 0.31202557402246245, 0.7871688525397904, -0.28901370025339124, -0.5355422126378013, -0.3549314324844619, -0.5167445108380713, -0.7608796376535842, 0.2506081855377549, 0.5717406827720053, -0.4870010191911025, -0.43284752634376544, -0.5511113389433271, -0.45857970877255183, -0.09119169509031244, -0.15207042531220627, 0.40565902863124825, 0.3312758729354577, -0.45424558057329456, -0.4195672317259196, 0.7592504225351087, -0.8831211775863581, 0.25777594709652796, 0.18949944098175564, 0.6448496333444322, 0.007404586445130867, 0.8601114469150304, -0.11897721180313714, 0.2380348293012866, -0.34083549847956807, -0.26054019231834635, 0.11666280077186997, -0.43663859605666255, 0.5920032888752527, -0.7952506999777582, -0.2649739199826453, -0.8955979045756992, -0.2816655507793419, -0.9518677084630727, -0.35479883423578973, 0.05832912601481488, 0.9775239273152956, 0.802603385785849, -0.09370858087677769, 0.10610252176634649, 0.2662888395052838, 0.03326543401486082, -0.0018253400711558676, 0.5694953565216254, 0.6624191923005831, 0.937160688799169, 0.9099072166856357, 0.4704958167189801, 0.8085445891305663, 0.5145702891760136, 0.4133676182911905, -0.9431993537559205, 0.27861495647782797, 0.986856542748862, 0.5738496881526469, -0.0615980600971322, 0.35990641824382075, -0.32900791297377374, 0.7837137957467004, 0.674213979654184, 0.6365106568025913, 0.6828698100954051, -0.5273443142821157, -0.09762198623490731, 0.6145992404674347, 0.6568404520644708, 0.7800976449087182, 0.48961545132555995, 0.4249564569917066, 0.5378929586373205, -0.27926376386792295, -0.925982191148413, -0.24040863504513688, -0.9684880243703624, 0.666356930334707, 0.795777640321131, -0.21489152501474473, -0.853714159672444, -0.9000788773764241, 0.8310164538546563, 0.19647231453796987, 0.18600548114279025, -0.264264756900219, -0.2208321115100107, 0.1963057880547534, -0.4676691929442014, 0.9480283798338649, 0.8732046991237474, 0.25964861438364095, 0.797067274373324, -0.7179832244569246, -0.9408003224261738, -0.5751576959400864, 0.7562446169706505, -0.08942477422688011, -0.5462243753162466, 0.45061674495933435, 0.8995107075156499, -0.42424565945204695, -0.4616329714301126, 0.10977031048389052, 0.7781427200708237, 0.19985641857805048, 0.2898810827527867, -0.9184648973860192, -0.8088584418748446]
101.46194458007812	(8, 12, 2)	[0.6426547846505306, -0.49863167542745357, 0.7431971756925917, -0.07708182351049153, -0.9133571202806319, 0.06085857843817433, -0.9365507845912437, -0.6089156026712788, -0.347579123533416, 0.7387336741466524, 0.31202557402246245, -0.6219463864207673, -0.28901370025339124, -0.5355422126378013, -0.6506091349723038, 0.11012229613520286, -0.03522295568762002, 0.2506081855377549, 0.5650411987498511, 0.3302716398883643, -0.43284752634376544, -0.8478340330063823, -0.5861258053343186, 0.7409569745585136, -0.07811725674420811, 0.44266397548879466, 0.9009275591027053, 0.16010627298621172, 0.0449746946837124, 0.33038695483554803, -0.018666825117586994, -0.5419165132808064, 0.37093653050885855, 0.6448496333444322, -0.6003600397857889, -0.6995690662904128, -0.038763034366858795, 0.699834411972696, 0.4648500790862551, -0.26054019231834635, 0.3871495716075979, -0.7401834580020901, 0.8733894259167565, -0.5969158768981515, 0.5914802075663337, -0.5012350039272935, 0.06233889632619061, 0.34231429691026743, -0.7936215371686075, 0.4183737060405379, 0.840870912523997, 0.7587543072593577, -0.24795458966171474, 0.4814484858348158, -0.6338137507525737, -0.10071141410898687, -0.8351407170419765, 0.8486837172378454, 0.30760838346867203, 0.937160688799169, 0.21267185657330456, -0.41167218146324136, 0.04216929964574989, 0.5134027030736013, -0.13607757110687313, -0.8692806299383231, 0.27861495647782797, 0.986856542748862, -0.4197537777245981, -0.0615980600971322, -0.24455464944699812, -0.3978499230506405, -0.8671872533772531, 0.5252865357677206, -0.6726561335447045, -0.11801735587765427, -0.5273443142821157, -0.09762198623490731, -0.10430572803374982, 0.33781238090925636, 0.240693327949487, -0.33366662077438614, 0.1458035820767233, -0.17579992903315778, -0.7875155129334221, -0.14001484607689907, -0.3032010453909859, -0.5296805343212889, -0.14561107647090754, -0.5235385795951775, -0.48386571038490844, -0.555435717249749, -0.9000788773764241, -0.8310947363376715, 0.19647231453796987, 0.22196760753193212, 0.22297563734627945, -0.6848466451548287, -0.8938332765444854, -0.9985409282962976, 0.7928885940855381, -0.4176404844458306, -0.7416050842585855, 0.9109305316124489, 0.3269326983306562, -0.9408003224261738, -0.5751576959400864, 0.7562446169706505, -0.4635992378728111, -0.6942548815710798, 0.12990732989277115, 0.4227464890092163, -0.42424565945204695, -0.4616329714301126, -0.14704327966587274, 0.7781427200708237, 0.26172847289028467, 0.2898810827527867, -0.1378655727257423, -0.20375613895448375]
